"Notes"	"Region"	"Region Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m^2)
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1979"	"1979/01"	5556.03
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1979"	"1979/02"	9723.85
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1979"	"1979/03"	13552.12
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1979"	"1979/04"	16226.62
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1979"	"1979/05"	19522.46
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1979"	"1979/06"	22794.30
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1979"	"1979/07"	21639.32
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1979"	"1979/08"	18113.86
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1979"	"1979/09"	15471.58
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1979"	"1979/10"	9627.81
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1979"	"1979/11"	6608.24
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1979"	"1979/12"	5989.30
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1980"	"1980/01"	6702.27
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1980"	"1980/02"	9135.03
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1980"	"1980/03"	13646.18
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1980"	"1980/04"	16837.29
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1980"	"1980/05"	20377.58
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1980"	"1980/06"	21923.25
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1980"	"1980/07"	21584.98
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1980"	"1980/08"	19040.72
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1980"	"1980/09"	15860.59
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1980"	"1980/10"	9808.06
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1980"	"1980/11"	6785.09
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1980"	"1980/12"	5962.29
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1981"	"1981/01"	6802.95
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1981"	"1981/02"	8697.99
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1981"	"1981/03"	12671.33
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1981"	"1981/04"	16783.15
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1981"	"1981/05"	21334.10
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1981"	"1981/06"	21513.74
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1981"	"1981/07"	20791.74
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1981"	"1981/08"	18872.92
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1981"	"1981/09"	13212.92
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1981"	"1981/10"	9735.48
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1981"	"1981/11"	7135.28
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1981"	"1981/12"	5427.10
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1982"	"1982/01"	6549.74
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1982"	"1982/02"	9746.44
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1982"	"1982/03"	14493.94
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1982"	"1982/04"	18768.34
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1982"	"1982/05"	19265.09
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1982"	"1982/06"	19208.42
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1982"	"1982/07"	22346.20
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1982"	"1982/08"	18467.26
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1982"	"1982/09"	14803.93
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1982"	"1982/10"	11350.46
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1982"	"1982/11"	6751.64
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1982"	"1982/12"	5747.49
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1983"	"1983/01"	6790.13
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1983"	"1983/02"	9836.18
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1983"	"1983/03"	13440.25
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1983"	"1983/04"	15423.01
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1983"	"1983/05"	18046.44
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1983"	"1983/06"	23334.24
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1983"	"1983/07"	21876.11
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1983"	"1983/08"	19034.22
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1983"	"1983/09"	15927.68
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1983"	"1983/10"	10791.35
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1983"	"1983/11"	6587.25
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1983"	"1983/12"	5363.29
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1984"	"1984/01"	6761.24
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1984"	"1984/02"	9124.83
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1984"	"1984/03"	13730.28
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1984"	"1984/04"	16586.51
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1984"	"1984/05"	16835.26
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1984"	"1984/06"	21997.41
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1984"	"1984/07"	20699.23
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1984"	"1984/08"	18491.47
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1984"	"1984/09"	15072.25
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1984"	"1984/10"	10447.51
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1984"	"1984/11"	7104.30
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1984"	"1984/12"	5736.55
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1985"	"1985/01"	6540.25
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1985"	"1985/02"	8914.16
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1985"	"1985/03"	14688.02
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1985"	"1985/04"	17914.02
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1985"	"1985/05"	20349.79
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1985"	"1985/06"	19894.76
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1985"	"1985/07"	21830.46
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1985"	"1985/08"	18298.14
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1985"	"1985/09"	14720.49
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1985"	"1985/10"	10356.52
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1985"	"1985/11"	6189.28
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1985"	"1985/12"	5157.33
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1986"	"1986/01"	6785.07
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1986"	"1986/02"	9066.37
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1986"	"1986/03"	14581.91
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1986"	"1986/04"	17523.34
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1986"	"1986/05"	20447.74
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1986"	"1986/06"	21007.39
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1986"	"1986/07"	19473.52
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1986"	"1986/08"	18608.39
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1986"	"1986/09"	13878.34
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1986"	"1986/10"	10424.93
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1986"	"1986/11"	6926.71
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1986"	"1986/12"	6156.03
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1987"	"1987/01"	6974.51
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1987"	"1987/02"	10940.46
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1987"	"1987/03"	14594.35
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1987"	"1987/04"	16427.27
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1987"	"1987/05"	20108.21
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1987"	"1987/06"	21731.80
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1987"	"1987/07"	20614.96
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1987"	"1987/08"	19190.88
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1987"	"1987/09"	13410.87
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1987"	"1987/10"	10753.82
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1987"	"1987/11"	6914.62
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1987"	"1987/12"	5574.87
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1988"	"1988/01"	6812.57
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1988"	"1988/02"	9182.90
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1988"	"1988/03"	14952.05
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1988"	"1988/04"	16096.53
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1988"	"1988/05"	20419.78
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1988"	"1988/06"	23259.07
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1988"	"1988/07"	21227.76
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1988"	"1988/08"	19481.49
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1988"	"1988/09"	15696.32
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1988"	"1988/10"	9451.86
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1988"	"1988/11"	7015.33
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1988"	"1988/12"	6034.16
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1989"	"1989/01"	7012.59
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1989"	"1989/02"	8452.21
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1989"	"1989/03"	13997.52
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1989"	"1989/04"	17008.42
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1989"	"1989/05"	18369.29
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1989"	"1989/06"	20087.76
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1989"	"1989/07"	21081.61
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1989"	"1989/08"	18862.47
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1989"	"1989/09"	14122.33
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1989"	"1989/10"	10500.83
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1989"	"1989/11"	6646.83
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1989"	"1989/12"	6170.68
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1990"	"1990/01"	6816.92
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1990"	"1990/02"	9370.36
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1990"	"1990/03"	14329.68
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1990"	"1990/04"	16935.64
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1990"	"1990/05"	18625.48
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1990"	"1990/06"	21189.80
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1990"	"1990/07"	20950.19
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1990"	"1990/08"	18744.15
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1990"	"1990/09"	14608.40
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1990"	"1990/10"	10493.01
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1990"	"1990/11"	7494.36
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1990"	"1990/12"	5601.62
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1991"	"1991/01"	6704.22
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1991"	"1991/02"	9003.34
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1991"	"1991/03"	13596.13
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1991"	"1991/04"	17264.75
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1991"	"1991/05"	21327.09
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1991"	"1991/06"	23539.33
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1991"	"1991/07"	21552.67
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1991"	"1991/08"	19301.22
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1991"	"1991/09"	15177.22
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1991"	"1991/10"	10992.83
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1991"	"1991/11"	6769.51
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1991"	"1991/12"	6044.51
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1992"	"1992/01"	6666.58
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1992"	"1992/02"	8997.22
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1992"	"1992/03"	13446.02
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1992"	"1992/04"	17222.87
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1992"	"1992/05"	20738.43
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1992"	"1992/06"	21832.35
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1992"	"1992/07"	19892.33
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1992"	"1992/08"	18715.80
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1992"	"1992/09"	15255.03
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1992"	"1992/10"	10639.09
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1992"	"1992/11"	6264.87
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1992"	"1992/12"	5518.72
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1993"	"1993/01"	6411.25
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1993"	"1993/02"	10088.12
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1993"	"1993/03"	14078.85
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1993"	"1993/04"	16766.62
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1993"	"1993/05"	20676.84
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1993"	"1993/06"	21643.18
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1993"	"1993/07"	21065.67
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1993"	"1993/08"	19201.20
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1993"	"1993/09"	13939.24
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1993"	"1993/10"	10311.50
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1993"	"1993/11"	7102.70
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1993"	"1993/12"	5688.41
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1994"	"1994/01"	6901.90
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1994"	"1994/02"	10118.50
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1994"	"1994/03"	13150.67
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1994"	"1994/04"	17785.99
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1994"	"1994/05"	19653.49
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1994"	"1994/06"	21836.45
	"Census Region 1: Northeast"	"CENS-R1"	"Jul, 1994"	"1994/07"	21324.42
	"Census Region 1: Northeast"	"CENS-R1"	"Aug, 1994"	"1994/08"	18862.57
	"Census Region 1: Northeast"	"CENS-R1"	"Sep, 1994"	"1994/09"	14704.29
	"Census Region 1: Northeast"	"CENS-R1"	"Oct, 1994"	"1994/10"	11373.82
	"Census Region 1: Northeast"	"CENS-R1"	"Nov, 1994"	"1994/11"	7338.49
	"Census Region 1: Northeast"	"CENS-R1"	"Dec, 1994"	"1994/12"	6331.94
	"Census Region 1: Northeast"	"CENS-R1"	"Jan, 1995"	"1995/01"	6381.15
	"Census Region 1: Northeast"	"CENS-R1"	"Feb, 1995"	"1995/02"	9573.77
	"Census Region 1: Northeast"	"CENS-R1"	"Mar, 1995"	"1995/03"	13949.12
	"Census Region 1: Northeast"	"CENS-R1"	"Apr, 1995"	"1995/04"	16566.74
	"Census Region 1: Northeast"	"CENS-R1"	"May, 1995"	"1995/05"	18716.78
	"Census Region 1: Northeast"	"CENS-R1"	"Jun, 1995"	"1995/06"	22590.15
